name,slug,url,logo_url,countries,categories,tags,description
Too Good to Go,too-good-to-go,https://www.deliverect.com/en/integrations/too-good-to-go,https://www.datocms-assets.com/165162/1757672785-too-good-to-go-deliverect-logo.svg,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,"We aggregate all your online orders and synchronize them with Too Good To Go, improving your restaurant’s operational flow and eliminating manual labor. "
Adial,adial,https://www.deliverect.com/en/integrations/adial,https://www.datocms-assets.com/165162/1757927653-adial-logo-deliverect.svg,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,"We aggregate all your online orders and synchronize them with Adial, improving your restaurant’s operational flow and eliminating manual labor. "
Alfonsino,Alfonsino,https://www.deliverect.com/en/integrations/Alfonsino,https://www.datocms-assets.com/165162/1759394711-alfonsino-deliverect-logo.svg,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,"We integrate Alfonsino with your point-of-sale system to send all orders straight to your restaurant POS and kitchen. Fast, easy, hassle-free!"
KateMedia,KateMedia,https://www.deliverect.com/en/integrations/KateMedia,https://www.datocms-assets.com/165162/1760695241-katemedia-deliverect-logo.svg,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,"We integrate KateMedia with your point-of-sale system to send all orders straight to your restaurant POS and kitchen. Fast, easy, hassle-free!"
Winpos,winpos,https://www.deliverect.com/en/integrations/winpos,https://www.datocms-assets.com/165162/1760695877-winpos-deliverect-logo.svg,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,"We aggregate all your online orders and synchronize them with Winpos, improving your restaurant’s operational flow and eliminating manual labor. "
JET GO,jet-go,https://www.deliverect.com/en/integrations/jet-go,https://www.datocms-assets.com/165162/1760697295-jetgo-deliverect-logo.svg,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,Automate and streamline your last-mile logistics. Connect Deliverect with JET Go (Just Eat Takeaway's Delivery as a Service) for reliable order fulfilment.
Smart Volution,smart-volution,https://www.deliverect.com/en/integrations/smart-volution,https://www.datocms-assets.com/165162/1760696773-register-smart-volution-deliverect-logo.svg,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,"We aggregate all your online orders and synchronize them with Smart Volution, improving your restaurant’s operational flow and eliminating manual labor. "
FeYum,feyum,https://www.deliverect.com/en/integrations/feyum,https://www.datocms-assets.com/165162/1762334055-feyum-deliverect-logo.svg,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,"We aggregate all your online orders and synchronize them with FeYum, improving your restaurant’s operational flow and eliminating manual labor. "
eCard Systems,ecard-systems,https://www.deliverect.com/en/integrations/ecard-systems,/_next/image?url=https%3A%2F%2Fwww.datocms-assets.com%2F165162%2F1763503105-ecard-logo-benjamin-berg.png&w=64&q=75,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,Sync loyalty data and gift card redemption to streamline customer rewards.
Naqlah,naqlah,https://www.deliverect.com/en/integrations/naqlah,https://www.datocms-assets.com/165162/1763544966-naqlah-deliverect-logo.svg,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,"We aggregate all your online orders and synchronize them with Naqlah, improving your restaurant’s operational flow and eliminating manual labor. "
Onesix,Onesix,https://www.deliverect.com/en/integrations/Onesix,https://www.datocms-assets.com/165162/1765884764-onesix-deliverect-logo.svg,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,We integrate the Onesix platform with your restaurant's point-of-sale system and send all incoming orders straight to your POS.
TotalPlay Go,totalplay-go,https://www.deliverect.com/en/integrations/totalplay-go,/_next/image?url=https%3A%2F%2Fwww.datocms-assets.com%2F165162%2F1763973623-67608eac6d74175f640e4274_1738082547267.png&w=64&q=75,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,"We integrate TotalPlay Go with your point-of-sale system to send all orders straight to your restaurant POS and kitchen. Fast, easy, hassle-free!"
Yalutec,yalutec,https://www.deliverect.com/en/integrations/yalutec,/_next/image?url=https%3A%2F%2Fwww.datocms-assets.com%2F165162%2F1763973628-62d1882542465247446d819b_1693254692543.png&w=64&q=75,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,"We integrate Yalutec with your point-of-sale system to send all orders straight to your restaurant POS and kitchen. Fast, easy, hassle-free!"
Noon On Demand,noon-on-demand,https://www.deliverect.com/en/integrations/noon-on-demand,https://www.datocms-assets.com/165162/1763979848-noon-logo-en.svg,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,We integrate Noon On Demand with your point-of-sale system to effortlessly scale your delivery operations by connecting any order with the best delivery option
Punchh,punchh,https://www.deliverect.com/en/integrations/punchh,https://www.datocms-assets.com/165162/1763998964-punchh-deliverect-logo.svg,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,"Integrate Punchh loyalty with Deliverect to create custom programs, engage customers with rewards, and drive repeat business from a single platform."
Splio,splio,https://www.deliverect.com/en/integrations/splio,/_next/image?url=https%3A%2F%2Fwww.datocms-assets.com%2F165162%2F1763974197-splio.jpg&w=64&q=75,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,"Integrate Splio loyalty with Deliverect to create custom programs, engage customers with rewards, and drive repeat business from a single platform."
Aptsys,aptsys,https://www.deliverect.com/en/integrations/aptsys,/_next/image?url=https%3A%2F%2Fwww.datocms-assets.com%2F165162%2F1763974201-aptsys.png&w=64&q=75,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,"We aggregate all your online orders and synchronize them with Aptsys, improving your restaurant’s operational flow and eliminating manual labor. "
Front,front,https://www.deliverect.com/en/integrations/front,/_next/image?url=https%3A%2F%2Fwww.datocms-assets.com%2F165162%2F1763974214-667f29470b12b81ec11c5897_1719903966220.png&w=64&q=75,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,"We aggregate all your online orders and synchronize them with Front, improving your restaurant’s operational flow and eliminating manual labor. "
Merim Groupe,merim-groupe,https://www.deliverect.com/en/integrations/merim-groupe,/_next/image?url=https%3A%2F%2Fwww.datocms-assets.com%2F165162%2F1763974227-merim_groupe_1703614556912.png&w=64&q=75,Australia; Belgium; Canada; France; Germany; Global; Hong Kong; Italy; LATAM; Mexico; Middle East; Netherlands; Nordics; Portugal; Singapore; Spain; Sweden; Switzerland; United Kingdom; United States,"POS systems; 3rd-party marketplace; 3rd-party dispatch; Online ordering; On-site ordering; Loyalty & CRM; KDS, inventory & reporting; Payment platforms; AI integrations",,"We aggregate all your online orders and synchronize them with Merim Groupe, improving your restaurant’s operational flow and eliminating manual labor. "
